ebird_code,date,duration,filename,species,number_of_notes,secondary_labels,latitude,sampling_rate,type,elevation,bitrate_of_mp3,background,country,primary_label,longitude,time
gadwal,2019-05-12,26,XC476092.mp3,Gadwall,Not specified,[],69.598,48000 (Hz),"call, flight call, male",10 m,128000 (bps),,Norway,Mareca strepera_Gadwall,18.823,18:00
gadwal,2018-05-04,25,XC484631.mp3,Gadwall,Not specified,[],56.7046,44100 (Hz),"alarm call, flight call",90 m,192000 (bps),,Russian Federation,Mareca strepera_Gadwall,46.9121,13:00
gcrfin,2013-05-29,74,XC143942.mp3,Grey-crowned Rosy Finch,Not specified,[],57.1527,48000 (Hz),call,30 m,320000 (bps),,United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-170.2725,08:40
gcrfin,2015-10-17,7,XC344587.mp3,Grey-crowned Rosy Finch,Not specified,[],45.9712,44100 (Hz),call,1400 m,321069 (bps),,United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-111.8793,15:29
gcrfin,2014-12-04,173,XC344693.mp3,Grey-crowned Rosy Finch,Not specified,['Eremophila alpestris_Horned Lark'],48.784,44100 (Hz),"Birds eating wheat and hopping on farm equipment.  Also wing sounds., call",1200 m,320048 (bps),Horned Lark (Eremophila alpestris),United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-112.0507,11:25
gcrfin,2014-12-24,169,XC344695.mp3,Grey-crowned Rosy Finch,Not specified,['Eremophila alpestris_Horned Lark'],48.784,44100 (Hz),"call, flight call",1200 m,320049 (bps),Horned Lark (Eremophila alpestris),United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-112.0507,08:45
gcrfin,2017-10-27,2,XC392240.mp3,Grey-crowned Rosy Finch,Not specified,[],48.9743,44100 (Hz),call,1600 m,324047 (bps),,United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-113.5536,16:56
gcrfin,2017-10-27,6,XC392242.mp3,Grey-crowned Rosy Finch,Not specified,[],48.9743,44100 (Hz),call,1600 m,321315 (bps),,United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-113.5536,16:58
gcrfin,2017-10-27,5,XC392246.mp3,Grey-crowned Rosy Finch,Not specified,[],48.9743,44100 (Hz),call,1600 m,321656 (bps),,United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-113.5536,17:01
gcrfin,2017-12-11,46,XC395826.mp3,Grey-crowned Rosy Finch,1-3,[],46.8384,44100 (Hz),flight call,1000 m,320000 (bps),,United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-120.5155,10:30
gcrfin,2011-01-22,4,XC70432.mp3,Grey-crowned Rosy Finch,Not specified,[],45.039,44100 (Hz),flight call,2000 m,128000 (bps),,United States,Leucosticte tephrocotis_Gray-crowned Rosy-Finch,-110.7,09:00
gnttow,2001-05-22,10,XC126425.mp3,Green-tailed Towhee,7-20,[],34.2191,44100 (Hz),song,2300 m,128000 (bps),,United States,Pipilo chlorurus_Green-tailed Towhee,-116.9728,18:40
gnttow,2006-05-05,77,XC126477.mp3,Green-tailed Towhee,7-20,[],34.2766,44100 (Hz),song,1900 m,128000 (bps),,United States,Pipilo chlorurus_Green-tailed Towhee,-116.7468,08:00
gnttow,2011-05-31,24,XC165366.mp3,Green-tailed Towhee,Not specified,[],37.9198,44100 (Hz),song,1000 m,96000 (bps),,United States,Pipilo chlorurus_Green-tailed Towhee,-119.8176,09:30
gnttow,2014-06-25,128,XC206086.mp3,Green-tailed Towhee,Not specified,"['Turdus migratorius_American Robin', 'Vireo gilvus_Warbling Vireo', 'Troglodytes aedon_House Wren']",37.8951,48000 (Hz),song,2500 m,128000 (bps),American Robin (Turdus migratorius); Warbling Vireo (Vireo gilvus); House Wren (Troglodytes aedon),United States,Pipilo chlorurus_Green-tailed Towhee,-107.9069,09:07
gnttow,2015-06-26,60,XC256196.mp3,Green-tailed Towhee,Not specified,[],39.892,44100 (Hz),"call, female, male, song",1700 m,96000 (bps),,United States,Pipilo chlorurus_Green-tailed Towhee,-120.4226,18:30
gnttow,2001-06-16,43,XC348963.mp3,Green-tailed Towhee,7-20,['Gymnorhinus cyanocephalus_Pinyon Jay'],30.98,44100 (Hz),"call, song",2500 m,128000 (bps),Pinyon Jay (Gymnorhinus cyanocephalus),Mexico,Pipilo chlorurus_Green-tailed Towhee,-115.504,15:15
gnttow,2017-06-07,45,XC375909.mp3,Green-tailed Towhee,Not specified,['Salpinctes obsoletus_Rock Wren'],39.4655,48000 (Hz),"male, song",2100 m,192000 (bps),Rock Wren (Salpinctes obsoletus),United States,Pipilo chlorurus_Green-tailed Towhee,-117.6091,05:30
gnttow,2015-05-09,23,XC396420.mp3,Green-tailed Towhee,Not specified,[],31.8213,44100 (Hz),song,1300 m,320000 (bps),,United States,Pipilo chlorurus_Green-tailed Towhee,-110.5884,06:00
gnttow,2018-11-10,18,XC449571.mp3,Green-tailed Towhee,Not specified,[],32.5547,48000 (Hz),call,10 m,128000 (bps),,United States,Pipilo chlorurus_Green-tailed Towhee,-117.0634,09:01
gnwtea,2015-05-08,17,XC266793.mp3,Eurasian Teal,Not specified,[],42.5275,44100 (Hz),"call, male",130 m,192000 (bps),,Russian Federation,Anas crecca_Green-winged Teal,130.692,20:00
gnwtea,2015-05-26,7,XC288763.mp3,Eurasian Teal,Not specified,[],57.7056,44100 (Hz),call,0 m,192000 (bps),,Sweden,Anas crecca_Green-winged Teal,18.3664,06:24
gnwtea,2016-02-17,30,XC304648.mp3,Eurasian Teal,Not specified,[],51.4682,44100 (Hz),"call, female, male",0 m,128000 (bps),,Netherlands,Anas crecca_Green-winged Teal,4.2811,08:59
gnwtea,2016-02-23,6,XC323338.mp3,Eurasian Teal,Not specified,[],51.4633,48000 (Hz),call,0 m,192000 (bps),,United Kingdom,Anas crecca_Green-winged Teal,0.2847,16:30
gnwtea,2017-02-17,26,XC356388.mp3,Eurasian Teal,Not specified,[],46.9291,48000 (Hz),call,550 m,128000 (bps),,Switzerland,Anas crecca_Green-winged Teal,7.4696,12:15
gnwtea,2018-05-28,37,XC432032.mp3,Eurasian Teal,Not specified,[],63.1635,44100 (Hz),"male, song",100 m,192000 (bps),,Russian Federation,Anas crecca_Green-winged Teal,75.4388,04:00
gnwtea,2019-03-01,25,XC461611.mp3,Eurasian Teal,Not specified,"['Mareca strepera_Gadwall', 'Bucephala clangula_Common Goldeneye', 'Aythya fuligula_Tufted Duck', 'Troglodytes troglodytes_Eurasian Wren']",53.5906,44100 (Hz),"call, male",0 m,66648 (bps),Gadwall (Mareca strepera); Common Goldeneye (Bucephala clangula); Tufted Duck (Aythya fuligula); Eurasian Wren (Troglodytes troglodytes),Poland,Anas crecca_Green-winged Teal,14.556,11:30
gnwtea,2019-03-30,25,XC464122.mp3,Eurasian Teal,Not specified,[],48.7181,44100 (Hz),"alarm call, call, female, flight call",170 m,320000 (bps),,France,Anas crecca_Green-winged Teal,1.8306,07:00
gnwtea,2019-03-30,19,XC464123.mp3,Eurasian Teal,Not specified,[],48.7181,44100 (Hz),"call, female, flight call, male",170 m,320000 (bps),,France,Anas crecca_Green-winged Teal,1.8306,07:00
gockin,2012-11-21,8,XC113191.mp3,Golden-crowned Kinglet,1-3,[],34.6208,44100 (Hz),call,1700 m,128000 (bps),,United States,Regulus satrapa_Golden-crowned Kinglet,-112.5566,08:30
gockin,2013-06-23,151,XC139626.mp3,Golden-crowned Kinglet,4-6,[],35.6151,44100 (Hz),"call, song",1700 m,128000 (bps),,United States,Regulus satrapa_Golden-crowned Kinglet,-83.4151,09:30
gockin,2013-01-23,107,XC161134.mp3,Golden-crowned Kinglet,Not specified,['Baeolophus bicolor_Tufted Titmouse'],30.8112,48000 (Hz),call,30 m,128000 (bps),Tufted Titmouse (Baeolophus bicolor),United States,Regulus satrapa_Golden-crowned Kinglet,-85.2242,11:03
gockin,2014-01-21,73,XC165209.mp3,Golden-crowned Kinglet,1-3,[],45.3219,48000 (Hz),call,130 m,192000 (bps),,United States,Regulus satrapa_Golden-crowned Kinglet,-122.5735,14:32
gockin,2014-06-01,126,XC189416.mp3,Golden-crowned Kinglet,Not specified,[],57.0254,48000 (Hz),song,1100 m,320000 (bps),,Canada,Regulus satrapa_Golden-crowned Kinglet,-122.7483,07:00
gockin,2015-05-24,34,XC291108.mp3,Golden-crowned Kinglet,Not specified,[],46.6057,44100 (Hz),song,800 m,128000 (bps),,Canada,Regulus satrapa_Golden-crowned Kinglet,-70.4498,09:18
gockin,2016-03-05,8,XC307824.mp3,Golden-crowned Kinglet,Not specified,"['Cyanocitta cristata_Blue Jay', 'Pipilo erythrophthalmus_Eastern Towhee', 'Baeolophus bicolor_Tufted Titmouse']",34.4842,44100 (Hz),call,90 m,192000 (bps),Blue Jay (Cyanocitta cristata); Eastern Towhee (Pipilo erythrophthalmus); Tufted Titmouse (Baeolophus bicolor),United States,Regulus satrapa_Golden-crowned Kinglet,-89.5949,10:00
gockin,2016-09-25,87,XC337405.mp3,Golden-crowned Kinglet,1-3,[],48.9648,44100 (Hz),call,2000 m,278742 (bps),,United States,Regulus satrapa_Golden-crowned Kinglet,-117.1042,09:00
gockin,2018-06-07,8,XC419365.mp3,Golden-crowned Kinglet,7-20,['Sitta canadensis_Red-breasted Nuthatch'],40.133,48000 (Hz),"call, song",2800 m,320000 (bps),Red-breasted Nuthatch (Sitta canadensis),United States,Regulus satrapa_Golden-crowned Kinglet,-105.5487,12:15
gocspa,1997-03-30,24,XC125417.mp3,Golden-crowned Sparrow,7-20,"[""Icterus bullockii_Bullock's Oriole"", 'Toxostoma redivivum_California Thrasher']",32.8401,44100 (Hz),song,200 m,96000 (bps),Bullock's Oriole (Icterus bullockii); California Thrasher (Toxostoma redivivum),United States,Zonotrichia atricapilla_Golden-crowned Sparrow,-117.0437,06:45
gocspa,2010-07-04,31,XC129645.mp3,Golden-crowned Sparrow,Not specified,"['Lagopus lagopus_Willow Ptarmigan', 'Passerella iliaca_Fox Sparrow']",59.763,44100 (Hz),song,900 m,128000 (bps),Willow Ptarmigan (Lagopus lagopus); Red Fox Sparrow (Passerella iliaca),Canada,Zonotrichia atricapilla_Golden-crowned Sparrow,-136.603,23:00
gocspa,1995-04-11,76,XC187300.mp3,Golden-crowned Sparrow,Not specified,"['Callipepla californica_California Quail', 'Troglodytes aedon_House Wren']",36.4744,44100 (Hz),song,460 m,320000 (bps),California Quail (Callipepla californica); House Wren (Troglodytes aedon),United States,Zonotrichia atricapilla_Golden-crowned Sparrow,-121.1864,?
gocspa,2014-06-23,49,XC194114.mp3,Golden-crowned Sparrow,4-6,[],56.1,44100 (Hz),song,1100 m,128000 (bps),,Canada,Zonotrichia atricapilla_Golden-crowned Sparrow,-130.0452,17:35
gocspa,2017-12-13,64,XC395966.mp3,Golden-crowned Sparrow,Not specified,"['Aphelocoma californica_California Scrub-Jay', 'Melozone crissalis_California Towhee', 'Baeolophus inornatus_Oak Titmouse']",34.195,48000 (Hz),song,460 m,140515 (bps),California Scrub Jay (Aphelocoma californica); California Towhee (Melozone crissalis); Audubon's Warbler (Setophaga auduboni); Oak Titmouse (Baeolophus inornatus),United States,Zonotrichia atricapilla_Golden-crowned Sparrow,-118.1199,07:57
gocspa,2018-05-25,22,XC420219.mp3,Golden-crowned Sparrow,Not specified,['Passerella iliaca_Fox Sparrow'],64.5784,44100 (Hz),song,10 m,89133 (bps),Red Fox Sparrow (Passerella iliaca),United States,Zonotrichia atricapilla_Golden-crowned Sparrow,-164.4188,14:00
gocspa,2016-04-20,28,XC445171.mp3,Golden-crowned Sparrow,Not specified,[],39.0073,48000 (Hz),song,140 m,128000 (bps),,United States,Zonotrichia atricapilla_Golden-crowned Sparrow,-122.1915,09:37
gocspa,2018-04-20,17,XC445174.mp3,Golden-crowned Sparrow,Not specified,[],38.0965,48000 (Hz),song,500 m,128000 (bps),,United States,Zonotrichia atricapilla_Golden-crowned Sparrow,-120.5643,08:56
gocspa,2018-12-14,47,XC481148.mp3,Golden-crowned Sparrow,Not specified,[],45.5649,44100 (Hz),"call, song",50 m,192000 (bps),,United States,Zonotrichia atricapilla_Golden-crowned Sparrow,-122.6984,11:56
goleag,2014-08-03,35,XC189550.mp3,Golden Eagle,Not specified,[],47.5957,44100 (Hz),begging call,850 m,192000 (bps),,Germany,Aquila chrysaetos_Golden Eagle,11.0724,11:00
goleag,2016-12-12,2,XC385227.mp3,Golden Eagle,Not specified,[],36.4329,48000 (Hz),call,60 m,320000 (bps),,Japan,Aquila chrysaetos_Golden Eagle,136.5471,17:00
goleag,2015-05-12,306,XC416762.mp3,Golden Eagle,Not specified,"[""Gallinago delicata_Wilson's Snipe"", 'Agelaius phoeniceus_Red-winged Blackbird', 'Tringa semipalmata_Willet', 'Anas platyrhynchos_Mallard', ""Sayornis saya_Say's Phoebe""]",48.9657,44100 (Hz),call,1000 m,320027 (bps),Wilson's Snipe (Gallinago delicata); Red-winged Blackbird (Agelaius phoeniceus); Willet (Tringa semipalmata); Mallard (Anas platyrhynchos); Say's Phoebe (Sayornis saya),United States,Aquila chrysaetos_Golden Eagle,-111.9749,15:35
goleag,2018-11-03,17,XC444380.mp3,Golden Eagle,Not specified,[],38.0249,44100 (Hz),juvenile,1800 m,192000 (bps),,Spain,Aquila chrysaetos_Golden Eagle,-2.7704,17:00
goleag,2019-01-23,10,XC453324.mp3,Golden Eagle,Not specified,['Poecile montanus_Willow Tit'],64.1407,48000 (Hz),alarm call,90 m,265059 (bps),Willow Tit (Poecile montanus),Sweden,Aquila chrysaetos_Golden Eagle,20.6069,11:30
goleag,2019-03-01,7,XC459640.mp3,Golden Eagle,Not specified,[],64.2026,48000 (Hz),call,170 m,273073 (bps),,Sweden,Aquila chrysaetos_Golden Eagle,19.7169,07:00
goleag,2019-04-16,122,XC467756.mp3,Golden Eagle,Not specified,['Larus canus_Mew Gull'],69.6127,48000 (Hz),"call, feeding bout",440 m,128000 (bps),Mew Gull (Larus canus),Norway,Aquila chrysaetos_Golden Eagle,18.48,06:00
goleag,2019-05-06,49,XC471104.mp3,Golden Eagle,Not specified,['Corvus corax_Common Raven'],69.6127,48000 (Hz),"call, feeding bout, female, male",150 m,128000 (bps),Northern Raven (Corvus corax),Norway,Aquila chrysaetos_Golden Eagle,18.48,07:00
goleag,2019-05-25,5,XC476740.mp3,Golden Eagle,Not specified,[],60.7225,48000 (Hz),alarm call,150 m,320000 (bps),,Norway,Aquila chrysaetos_Golden Eagle,11.1095,14:00
grbher3,2013-03-09,1,XC125836.mp3,Great Blue Heron,1-3,[],14.7399,44100 (Hz),call,1600 m,128000 (bps),,Guatemala,Ardea herodias_Great Blue Heron,-91.1951,08:30
grbher3,2013-04-17,44,XC130846.mp3,Great Blue Heron,Not specified,[],26.3928,48000 (Hz),call,2 m,192000 (bps),,United States,Ardea herodias_Great Blue Heron,-97.3251,10:10
grbher3,2017-06-24,17,XC377075.mp3,Great Blue Heron,7-20,[],42.0363,44100 (Hz),alarm call,440 m,128000 (bps),,United States,Ardea herodias_Great Blue Heron,-79.4262,08:30
grbher3,2018-03-30,13,XC408111.mp3,Great Blue Heron,Not specified,"['Tringa flavipes_Lesser Yellowlegs', 'Gallinula galeata_Common Gallinule', 'Vireo griseus_White-eyed Vireo']",28.229,48000 (Hz),flight call,0 m,128000 (bps),Lesser Yellowlegs (Tringa flavipes); Common Gallinule (Gallinula galeata); White-eyed Vireo (Vireo griseus),United States,Ardea herodias_Great Blue Heron,-80.813,08:23
grbher3,2018-05-09,10,XC445854.mp3,Great Blue Heron,1-3,"['Zenaida asiatica_White-winged Dove', 'Tyrannus melancholicus_Tropical Kingbird', 'Icterus spurius_Orchard Oriole']",27.7834,44100 (Hz),flight call,40 m,128000 (bps),White-winged Dove (Zenaida asiatica); Tropical Kingbird (Tyrannus melancholicus); Orchard Oriole (Icterus spurius),Mexico,Ardea herodias_Great Blue Heron,-109.8984,07:29
grbher3,2017-12-26,6,XC452182.mp3,Great Blue Heron,Not specified,[],31.4,48000 (Hz),flight call,1200 m,128000 (bps),,United States,Ardea herodias_Great Blue Heron,-111.088,17:15
grbher3,2017-12-13,7,XC452964.mp3,Great Blue Heron,Not specified,[],26.1375,48000 (Hz),flight call,0 m,128000 (bps),,United States,Ardea herodias_Great Blue Heron,-97.1743,14:25
grbher3,2018-06-03,156,XC460750.mp3,Great Blue Heron,Not specified,"['Quiscalus major_Boat-tailed Grackle', 'Agelaius phoeniceus_Red-winged Blackbird']",28.2267,48000 (Hz),call,10 m,128000 (bps),Boat-tailed Grackle (Quiscalus major); Red-winged Blackbird (Agelaius phoeniceus),United States,Ardea herodias_Great Blue Heron,-80.7645,08:01
grbher3,2019-10-02,20,XC501691.mp3,Great Blue Heron,Not specified,[],42.1104,44100 (Hz),flight call,70 m,128162 (bps),,United States,Ardea herodias_Great Blue Heron,-71.1785,20:00
grcfly,2007-07-07,8,XC17146.mp3,Great Crested Flycatcher,7-20,['Contopus virens_Eastern Wood-Pewee'],43.3928,44100 (Hz),Song?,260 m,94839 (bps),Eastern Wood Pewee (Contopus virens),United States,Myiarchus crinitus_Great Crested Flycatcher,-84.8781,?
grcfly,2014-05-19,5,XC179582.mp3,Great Crested Flycatcher,Not specified,[],45.0394,44100 (Hz),flight call,50 m,128000 (bps),,Canada,Myiarchus crinitus_Great Crested Flycatcher,-74.4613,10:22
grcfly,2014-06-12,133,XC192301.mp3,Great Crested Flycatcher,Not specified,"['Buteo lineatus_Red-shouldered Hawk', 'Zenaida macroura_Mourning Dove', ""Peucaea aestivalis_Bachman's Sparrow"", 'Setophaga pinus_Pine Warbler']",27.9639,48000 (Hz),call,20 m,128000 (bps),Red-shouldered Hawk (Buteo lineatus); Mourning Dove (Zenaida macroura); Bachman's Sparrow (Peucaea aestivalis); Pine Warbler (Setophaga pinus),United States,Myiarchus crinitus_Great Crested Flycatcher,-81.0339,06:55
grcfly,2015-01-04,23,XC209299.mp3,Great Crested Flycatcher,1-3,[],15.5077,44100 (Hz),call,360 m,128000 (bps),,Honduras,Myiarchus crinitus_Great Crested Flycatcher,-88.0561,08:30
grcfly,2014-08-07,10,XC210549.mp3,Great Crested Flycatcher,1-3,[],45.1545,44100 (Hz),call,280 m,320000 (bps),,United States,Myiarchus crinitus_Great Crested Flycatcher,-93.4499,10:45
grcfly,2014-01-17,56,XC210623.mp3,Great Crested Flycatcher,1-3,[],14.948,44100 (Hz),call,650 m,128000 (bps),,Honduras,Myiarchus crinitus_Great Crested Flycatcher,-88.0434,10:30
grcfly,2008-06-03,76,XC31278.mp3,Great Crested Flycatcher,1-3,"['Poecile atricapillus_Black-capped Chickadee', 'Spinus tristis_American Goldfinch', 'Troglodytes aedon_House Wren', 'Turdus migratorius_American Robin', 'Spizella passerina_Chipping Sparrow', 'Geothlypis philadelphia_Mourning Warbler']",43.1256,48000 (Hz),call,250 m,104236 (bps),Black-capped Chickadee (Poecile atricapillus); American Goldfinch (Spinus tristis); House Wren (Troglodytes aedon); American Robin (Turdus migratorius); Chipping Sparrow (Spizella passerina); Mourning Warbler (Geothlypis philadelphia),United States,Myiarchus crinitus_Great Crested Flycatcher,-82.6098,?
grcfly,2016-05-22,33,XC318486.mp3,Great Crested Flycatcher,4-6,['Corvus brachyrhynchos_American Crow'],42.0372,48000 (Hz),"call, song",440 m,128000 (bps),American Yellow Warbler (Setophaga aestiva); American Crow (Corvus brachyrhynchos),United States,Myiarchus crinitus_Great Crested Flycatcher,-79.4244,08:46
grcfly,2016-06-18,6,XC331423.mp3,Great Crested Flycatcher,Not specified,[],45.0394,44100 (Hz),call,50 m,128000 (bps),,Canada,Myiarchus crinitus_Great Crested Flycatcher,-74.4613,16:36
greegr,2013-04-12,48,XC130690.mp3,Great Egret,1-3,"['Egretta thula_Snowy Egret', 'Aramus guarauna_Limpkin', 'Quiscalus quiscula_Common Grackle']",26.4988,44100 (Hz),call,0 m,128000 (bps),Snowy Egret (Egretta thula); Limpkin (Aramus guarauna); Common Grackle (Quiscalus quiscula),United States,Ardea alba_Great Egret,-80.2141,14:30
greegr,2013-07-11,11,XC143579.mp3,Great Egret,Not specified,[],28.2267,48000 (Hz),flight call,10 m,128000 (bps),,United States,Ardea alba_Great Egret,-80.7645,08:19
greegr,2013-08-25,11,XC147337.mp3,Great Egret,Not specified,[],28.2267,48000 (Hz),flight call,10 m,128000 (bps),,United States,Ardea alba_Great Egret,-80.7645,08:51
greegr,2013-08-22,7,XC150992.mp3,Great Egret,Not specified,[],5.4626,44100 (Hz),song,10 m,128000 (bps),,Malaysia,Ardea alba_Great Egret,118.2526,08:00
greegr,2009-09-20,15,XC158114.mp3,Great Egret,Not specified,[],39.4458,44100 (Hz),call,0 m,192000 (bps),,United States,Ardea alba_Great Egret,-74.4172,10:00
greegr,2015-11-30,3,XC292923.mp3,Great Egret,4-6,[],18.0024,44100 (Hz),"alarm call, flight call",40 m,128000 (bps),,Mexico,Ardea alba_Great Egret,-94.5653,09:30
greegr,2017-02-15,43,XC357981.mp3,Great Egret,Not specified,[],33.1766,48000 (Hz),call,-70 m,320000 (bps),,United States,Ardea alba_Great Egret,-115.6231,13:59
greegr,2018-06-01,3,XC422107.mp3,Great Egret,4-6,[],-16.5728,44100 (Hz),"flight call, song",700 m,192000 (bps),,Brazil,Ardea alba_Great Egret,-49.3122,8:34
greegr,2019-03-14,10,XC462840.mp3,Great Egret,1-3,[],-16.6003,44100 (Hz),flight call,750 m,91584 (bps),,Brazil,Ardea alba_Great Egret,-49.2802,9:47
greroa,2014-09-06,416,XC254796.mp3,Greater Roadrunner,7-20,"[""Thryomanes bewickii_Bewick's Wren"", 'Melozone fusca_Canyon Towhee', 'Haemorhous mexicanus_House Finch', 'Aphelocoma wollweberi_Mexican Jay']",31.933,44100 (Hz),song,1600 m,128000 (bps),Bewick's Wren (Thryomanes bewickii); Canyon Towhee (Melozone fusca); House Finch (Haemorhous mexicanus); Mexican Jay (Aphelocoma wollweberi),United States,Geococcyx californianus_Greater Roadrunner,-109.207,07:02
greroa,2015-05-05,406,XC254799.mp3,Greater Roadrunner,4-6,"['Zenaida asiatica_White-winged Dove', 'Mimus polyglottos_Northern Mockingbird', ""Leiothlypis luciae_Lucy's Warbler"", ""Melozone aberti_Abert's Towhee"", 'Haemorhous mexicanus_House Finch']",32.084,44100 (Hz),song,1100 m,128000 (bps),White-winged Dove (Zenaida asiatica); Northern Mockingbird (Mimus polyglottos); Lucy's Warbler (Leiothlypis luciae); Abert's Towhee (Melozone aberti); House Finch (Haemorhous mexicanus),United States,Geococcyx californianus_Greater Roadrunner,-109.051,07:46
greroa,2015-05-30,591,XC254806.mp3,Greater Roadrunner,4-6,"['Mimus polyglottos_Northern Mockingbird', 'Auriparus flaviceps_Verdin', ""Callipepla gambelii_Gambel's Quail"", ""Tyrannus vociferans_Cassin's Kingbird"", 'Myiarchus cinerascens_Ash-throated Flycatcher', 'Zenaida asiatica_White-winged Dove', 'Streptopelia decaocto_Eurasian Collared-Dove', 'Zenaida macroura_Mourning Dove', 'Icteria virens_Yellow-breasted Chat', ""Leiothlypis luciae_Lucy's Warbler"", 'Tyrannus verticalis_Western Kingbird', 'Corvus cryptoleucus_Chihuahuan Raven', 'Toxostoma curvirostre_Curve-billed Thrasher', 'Cardinalis sinuatus_Pyrrhuloxia']",31.84,44100 (Hz),bill rattle,1200 m,128000 (bps),Northern Mockingbird (Mimus polyglottos); Verdin (Auriparus flaviceps); Gambel's Quail (Callipepla gambelii); Cassin's Kingbird (Tyrannus vociferans); Ash-throated Flycatcher (Myiarchus cinerascens); White-winged Dove (Zenaida asiatica); Eurasian Collared Dove (Streptopelia decaocto); Mourning Dove (Zenaida macroura); Yellow-breasted Chat (Icteria virens); Lucy's Warbler (Leiothlypis luciae); Western Kingbird (Tyrannus verticalis); Chihuahuan Raven (Corvus cryptoleucus); Curve-billed Thrasher (Toxostoma curvirostre); Pyrrhuloxia (Cardinalis sinuatus),United States,Geococcyx californianus_Greater Roadrunner,-109.025,06:27
greroa,1998-04-07,123,XC27725.mp3,Greater Roadrunner,4-6,['Baeolophus atricristatus_Black-crested Titmouse'],27.8609,44100 (Hz),song,150 m,128000 (bps),Black-crested Titmouse (Baeolophus atricristatus),United States,Geococcyx californianus_Greater Roadrunner,-99.8912,15:45
greroa,2016-05-03,227,XC324293.mp3,Greater Roadrunner,4-6,"['Zenaida asiatica_White-winged Dove', ""Thryomanes bewickii_Bewick's Wren"", 'Myiarchus tyrannulus_Brown-crested Flycatcher', ""Vireo bellii_Bell's Vireo"", 'Geothlypis trichas_Common Yellowthroat', ""Leiothlypis luciae_Lucy's Warbler"", 'Columbina passerina_Common Ground Dove', 'Melanerpes uropygialis_Gila Woodpecker', 'Molothrus ater_Brown-headed Cowbird']",31.34,44100 (Hz),song,1100 m,128000 (bps),White-winged Dove (Zenaida asiatica); Bewick's Wren (Thryomanes bewickii); Brown-crested Flycatcher (Myiarchus tyrannulus); Bell's Vireo (Vireo bellii); Common Yellowthroat (Geothlypis trichas); American Yellow Warbler (Setophaga aestiva); Lucy's Warbler (Leiothlypis luciae); Common Ground Dove (Columbina passerina); Gila Woodpecker (Melanerpes uropygialis); Brown-headed Cowbird (Molothrus ater),United States,Geococcyx californianus_Greater Roadrunner,-109.273,07:31
greroa,2016-02-28,90,XC350994.mp3,Greater Roadrunner,Not specified,['Passer domesticus_House Sparrow'],32.1939,44100 (Hz),call,750 m,320000 (bps),House Sparrow (Passer domesticus),United States,Geococcyx californianus_Greater Roadrunner,-110.9976,11:30
greroa,2018-04-08,32,XC410215.mp3,Greater Roadrunner,Not specified,[],34.4518,48000 (Hz),call,1200 m,138300 (bps),,United States,Geococcyx californianus_Greater Roadrunner,-117.8121,09:55
greroa,2019-04-07,166,XC465656.mp3,Greater Roadrunner,Not specified,"['Corvus corax_Common Raven', 'Sturnella neglecta_Western Meadowlark', 'Oreortyx pictus_Mountain Quail']",35.1617,48000 (Hz),song,600 m,320000 (bps),Northern Raven (Corvus corax); Western Meadowlark (Sturnella neglecta); Mountain Quail (Oreortyx pictus),United States,Geococcyx californianus_Greater Roadrunner,-119.8244,9:57
greroa,2019-04-07,36,XC470512.mp3,Greater Roadrunner,4-6,['Sturnella neglecta_Western Meadowlark'],35.1343,48000 (Hz),song,700 m,320000 (bps),Western Meadowlark (Sturnella neglecta),United States,Geococcyx californianus_Greater Roadrunner,-119.8367,10:26
greyel,2013-08-06,4,XC144948.mp3,Greater Yellowlegs,4-6,[],46.8256,44100 (Hz),flight call,10 m,128000 (bps),,Canada,Tringa melanoleuca_Greater Yellowlegs,-64.9102,07:24
greyel,2013-06-07,50,XC207798.mp3,Greater Yellowlegs,Not specified,[],63.7867,44100 (Hz),call,223 m,128000 (bps),,United States,Tringa melanoleuca_Greater Yellowlegs,-151.6166,05:52
greyel,2015-01-23,43,XC211818.mp3,Greater Yellowlegs,Not specified,[],-2.247,44100 (Hz),"alarm call, call",0 m,128000 (bps),,Ecuador,Tringa melanoleuca_Greater Yellowlegs,-80.941,07:30
greyel,2014-12-26,6,XC287593.mp3,Greater Yellowlegs,Not specified,[],0.213,44100 (Hz),call,2700 m,128000 (bps),,Ecuador,Tringa melanoleuca_Greater Yellowlegs,-78.214,09:45
greyel,2016-03-25,19,XC308710.mp3,Greater Yellowlegs,Not specified,[],34.3945,44100 (Hz),call,50 m,192000 (bps),,United States,Tringa melanoleuca_Greater Yellowlegs,-90.212,11:00
greyel,2016-03-29,6,XC309458.mp3,Greater Yellowlegs,1-3,[],34.9878,48000 (Hz),alarm call,60 m,320000 (bps),,United States,Tringa melanoleuca_Greater Yellowlegs,-90.2088,07:30
